-793.48,255.65,-334.05,-306.13,651.98,618.85,-794.66,-316.05,-110.80,432.91,-856.50,-792.66,975.03,456.89,396.83,126.09,-839.66,-260.31,-279.45,-966.39
-368.00,654.79,512.97,885.41,-152.43,-388.77,176.73,564.43,296.14,641.54,295.70,183.68,571.14,-871.37,964.82,875.64,-422.83,-906.06,629.88,-979.17
723.85,-552.47,311.43,-688.18,-929.47,417.93,-39.57,732.54,584.31,-313.96,497.11,609.99,519.13,284.71,-664.41,55.12,266.23,608.77,-479.56,330.08
126.27,-92.72,781.30,991.73,106.05,872.18,-844.12,-341.59,287.27,925.13,-794.41,238.67,-43.50,116.32,-876.37,-343.85,-917.37,140.89,478.08,-532.21
-515.38,-583.18,675.69,63.99,-515.54,-665.93,986.89,873.60,-848.85,-963.64,-223.18,144.06,-193.82,933.20,110.27,879.82,232.04,897.48,415.85,-970.40
-593.02,-768.18,-179.37,383.13,153.51,-962.00,-937.15,-91.58,152.75,66.25,790.91,627.72,556.49,-214.18,-105.29,862.26,-396.00,-958.24,786.15,-172.34
-716.87,-510.85,672.75,18.29,630.79,615.77,-226.69,937.52,-291.89,809.19,-588.29,-517.57,-704.12,-245.55,65.55,434.05,300.59,-407.68,486.11,-416.51
-54.91,-451.23,-316.99,-335.68,737.07,404.20,574.35,-234.32,-684.02,-770.55,-120.24,-888.74,408.47,-389.88,966.87,-749.67,-909.27,78.64,-609.24,-411.75
-833.42,-198.17,509.37,-713.74,979.45,-27.02,167.57,-140.11,414.90,30.04,-415.71,928.11,-588.88,531.90,174.77,-52.27,-723.39,-454.93,-992.37,152.67
692.67,618.96,-768.85,478.32,428.42,707.10,164.80,69.36,-778.68,-201.04,605.78,1.70,532.27,-182.95,-775.97,-513.16,582.20,-920.10,465.28,-120.41
144.45,695.61,441.48,-65.14,-204.61,-37.34,-41.63,859.85,-207.12,732.34,55.41,378.65,203.97,-513.57,-149.62,534.40,-931.10,-406.38,-713.43,-241.18
919.63,-886.92,-832.34,319.15,313.96,-874.09,-103.01,13.81,822.34,453.62,-484.41,678.55,-916.47,-878.14,598.85,293.55,496.96,-516.46,116.97,210.12
725.21,922.08,765.65,758.30,618.49,-601.45,321.93,-431.18,-275.17,396.98,-524.77,-93.24,73.89,-912.48,564.80,-794.21,-520.33,-730.04,349.10,-887.25
649.55,703.49,434.99,-527.19,453.62,801.95,309.69,-500.40,-44.77,287.67,615.21,-821.51,984.77,-153.54,-246.12,452.01,-235.07,638.99,-451.59,740.62
-466.05,-1.31,616.62,276.19,-774.10,-426.88,-876.43,266.69,-488.72,-499.33,-29.61,-366.43,-618.94,-494.60,-756.15,-948.92,21.23,-833.11,967.39,17.25
333.15,648.62,456.92,8.55,-137.91,-65.99,140.52,373.76,-764.28,859.68,-178.90,-62.66,158.72,-723.02,-217.06,-169.46,-402.57,524.04,591.63,-224.38
164.31,122.12,76.96,-947.83,906.75,312.17,-4.13,784.02,-39.65,-863.74,-751.80,225.94,871.54,71.65,-753.64,-259.69,885.93,-521.47,57.98,960.82
589.41,-344.78,319.89,-576.51,332.56,799.82,-113.39,726.81,-801.70,433.11,197.91,-262.01,-271.76,256.77,656.72,-935.98,-934.20,-250.18,-375.09,577.48
449.58,-691.22,419.20,70.65,-33.38,-252.57,99.47,166.48,422.29,-785.36,142.25,-919.75,-16.59,503.20,-234.40,-439.80,808.78,-419.15,-261.85,-712.08
-165.45,-531.20,-138.30,748.28,483.80,575.67,594.41,294.53,-116.70,345.82,-252.00,109.62,-101.17,-572.94,-427.80,-276.87,-28.21,581.61,-684.27,-469.00
-313.43,-655.50,-162.88,629.64,-378.33,-399.34,692.22,336.83,-312.19,850.01,796.08,751.44,-310.44,156.02,444.77,137.84,84.30,55.86,172.19,-925.29
325.49,-335.41,830.27,325.74,363.90,502.49,851.68,655.24,-564.66,342.47,-824.82,-825.64,95.17,661.36,-809.57,-699.55,991.62,-198.67,-844.91,60.51
-235.79,-482.43,-744.06,663.43,820.44,20.16,-582.69,376.72,-801.18,-571.64,318.82,-168.77,136.69,-647.47,605.51,934.35,-737.05,-713.30,-799.00,80.36
764.45,956.20,-670.07,-568.36,762.00,915.77,-631.74,286.30,-446.91,-357.19,246.33,-71.99,-310.64,-19.19,34.22,522.84,-777.29,868.05,717.17,-219.48
876.12,694.53,365.71,-486.83,-926.78,804.58,713.77,5.39,842.37,76.83,275.75,-540.05,634.25,-660.03,-683.21,987.52,697.44,-538.16,498.73,98.19
-370.29,-973.13,467.10,627.04,580.47,-449.85,-236.98,739.59,753.05,-450.12,-359.63,-375.32,-617.47,-563.25,-616.75,111.15,-887.66,772.20,-552.80,-314.18
-28.80,631.60,-674.70,712.56,700.60,-740.36,-44.26,875.32,-822.05,787.30,-132.05,-201.43,334.81,-286.06,130.73,495.40,-605.68,509.16,-454.14,-978.66
-316.58,-247.72,-797.15,76.28,834.52,285.99,-380.88,-263.81,58.14,-80.15,-365.12,-397.85,482.96,145.75,-193.08,-66.19,-725.67,743.63,589.61,-597.66
-960.61,-465.00,-12.65,705.46,-216.15,694.85,25.99,315.84,442.24,212.94,-50.16,-598.88,-951.50,-190.43,-771.55,-320.77,-244.07,242.71,-280.37,678.09
227.34,65.09,-927.28,870.94,-672.10,-152.40,22.83,413.56,-352.24,283.50,-527.41,-202.63,428.23,-140.07,413.37,-599.17,89.03,778.49,-580.69,740.02
-668.54,534.08,-359.91,264.30,-39.01,-252.60,554.31,648.28,204.32,260.92,504.35,560.07,407.11,130.46,-786.48,245.39,336.23,280.25,294.13,-986.93
-690.97,239.46,284.73,197.68,-901.90,-387.60,-776.01,361.29,-921.32,440.44,85.26,-874.29,12.84,-628.18,619.79,-214.78,438.17,-581.33,-744.66,-26.90
412.79,-283.80,-815.97,-705.50,-566.22,-239.11,118.61,750.44,-885.42,-427.63,372.72,-27.25,777.10,-688.98,801.74,-826.51,-766.75,-901.10,409.20,667.68
-227.08,-952.09,414.80,973.14,595.58,111.07,248.71,66.53,785.55,-767.48,-654.49,-173.66,-499.40,-802.62,465.93,446.21,880.34,325.98,-577.21,670.29
-67.94,29.18,-564.36,-567.38,786.30,239.32,230.46,743.22,917.03,-593.46,-846.41,-373.14,-586.61,505.43,-971.54,-348.75,647.56,-306.54,519.94,-992.75
-783.85,-162.76,485.45,61.96,7.45,605.77,13.84,446.48,276.77,380.21,837.38,-922.11,-65.61,374.21,976.93,891.18,175.38,360.85,-974.02,-290.18
-383.04,-81.62,-384.50,-767.74,-387.11,874.39,211.17,272.08,-661.72,-945.59,-929.56,539.59,-523.73,417.58,-648.31,-511.17,279.09,893.87,-17.27,-504.48
